ensembl_gene_id,gene_name,chromosome,gene_type,go_ids,go_terms,ribosomal_evidence,ensembl_dataset,go_obo_source,filter_note
ENSG00000156482,RPL30,8,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006941;GO:0007283;GO:0014069;GO:0016020;GO:0022625;GO:0022626;GO:0031640;GO:0045202;GO:0050829;GO:0061844;GO:0070062;GO:1901740;GO:1990904,RNA binding;antimicrobial humoral immune response mediated by antimicrobial peptide;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;defense response to Gram-negative bacterium;extracellular exosome;focal adhesion;killing of cells of another organism;membrane;negative regulation of myoblast fusion;nucleus;postsynaptic density;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000161016,RPL8,8,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006941;GO:0007283;GO:0014069;GO:0015934;GO:0016020;GO:0019843;GO:0022625;GO:0022626;GO:0045202;GO:0098794;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;endoplasmic reticulum;focal adhesion;large ribosomal subunit;membrane;negative regulation of myoblast fusion;nucleolus;nucleoplasm;postsynapse;postsynaptic density;protein binding;rRNA binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000161970,RPL26,17,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006364;GO:0006412;GO:0015934;GO:0016020;GO:0022625;GO:0022626;GO:0030330;GO:0034644;GO:0042273;GO:0043517;GO:0045727;GO:0048027;GO:0070062;GO:0071480;GO:1902167;GO:1904803;GO:1990904,"DNA damage response, signal transduction by p53 class mediator;RNA binding;cellular response to UV;cellular response to gamma radiation;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;large ribosomal subunit;mRNA 5'-UTR binding;membrane;nucleolus;nucleoplasm;positive regulation of DNA damage response, signal transduction by p53 class mediator;positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;positive regulation of translation;protein binding;rRNA processing;regulation of translation involved in cellular response to UV;ribonucleoprotein complex;ribosomal large subunit biogenesis;ribosome;structural constituent of ribosome;translation",gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000162244,RPL29,3,,GO:0002181;GO:0003723;GO:0003735;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0007566;GO:0008201;GO:0016020;GO:0022625;GO:0022626;GO:0045296;GO:1901740;GO:1990904,RNA binding;cadherin binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;embryo implantation;endoplasmic reticulum;heparin binding;membrane;negative regulation of myoblast fusion;nucleolus;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000162302,RPS6KA4,11,,GO:0000166;GO:0000287;GO:0001818;GO:0004672;GO:0004674;GO:0004711;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006338;GO:0006355;GO:0006468;GO:0006954;GO:0016301;GO:0016740;GO:0032793;GO:0035175;GO:0035556;GO:0038202;GO:0043687;GO:0044022;GO:0045202;GO:0045944;GO:0046872;GO:0051092;GO:0070498;GO:0106310,ATP binding;TORC1 signaling;chromatin remodeling;cytoplasm;histone H3S10 kinase activity;histone H3S28 kinase activity;inflammatory response;interleukin-1-mediated signaling pathway;intracellular signal transduction;kinase activity;magnesium ion binding;metal ion binding;negative regulation of cytokine production;nucleoplasm;nucleotide binding;nucleus;positive regulation of CREB transcription factor activity;positive regulation of NF-kappaB transcription factor activity;positive regulation of transcription by RNA polymerase II;post-translational protein modification;protein binding;protein kinase activity;protein phosphorylation;protein serine kinase activity;protein serine/threonine kinase activity;regulation of DNA-templated transcription;ribosomal protein S6 kinase activity;synapse;transferase activity,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000163584,RPL22L1,3,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005737;GO:0005840;GO:0006412;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;protein binding;ribonucleoprotein complex;ribosome;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000163682,RPL9,4,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006941;GO:0007283;GO:0016020;GO:0019843;GO:0022625;GO:0022626;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;endoplasmic reticulum;focal adhesion;membrane;negative regulation of myoblast fusion;nucleolus;nucleus;protein binding;rRNA binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000163923,RPL39L,3,,GO:0002181;GO:0003735;GO:0005515;GO:0005737;GO:0005840;GO:0006412;GO:0007283;GO:0022625;GO:1990904,cytoplasm;cytoplasmic translation;cytosolic large ribosomal subunit;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000164587,RPS14,5,,GO:0000028;GO:0000122;GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0014069;GO:0016020;GO:0022626;GO:0022627;GO:0030218;GO:0030490;GO:0032040;GO:0042274;GO:0045202;GO:0048027;GO:0070062;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;endoplasmic reticulum;erythrocyte differentiation;extracellular exosome;focal adhesion;mRNA 5'-UTR binding;maturation of SSU-rRNA;membrane;negative regulation of transcription by RNA polymerase II;nucleolus;nucleoplasm;postsynaptic density;protein binding;ribonucleoprotein complex;ribosomal small subunit assembly;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000165496,RPL10L,14,,GO:0000027;GO:0002181;GO:0003735;GO:0005515;GO:0005634;GO:0005737;GO:0005840;GO:0006412;GO:0007141;GO:0007283;GO:0016020;GO:0022625;GO:0030154;GO:0051321;GO:1990904,cell differentiation;cytoplasm;cytoplasmic translation;cytosolic large ribosomal subunit;male meiosis I;meiotic cell cycle;membrane;nucleus;protein binding;ribonucleoprotein complex;ribosomal large subunit assembly;ribosome;spermatogenesis;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000165502,RPL36AL,14,,GO:0002181;GO:0003735;GO:0005515;GO:0005634;GO:0005737;GO:0005840;GO:0006412;GO:0022625;GO:1990904,cytoplasm;cytoplasmic translation;cytosolic large ribosomal subunit;nucleus;protein binding;ribonucleoprotein complex;ribosome;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000166441,RPL27A,11,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0015934;GO:0016020;GO:0022625;GO:0022626;GO:0045202;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;endoplasmic reticulum;large ribosomal subunit;membrane;negative regulation of myoblast fusion;nucleoplasm;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000167526,RPL13,16,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0016020;GO:0022625;GO:0022626;GO:0045202;GO:0060348;GO:1901740;GO:1990904,RNA binding;bone development;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;endoplasmic reticulum;membrane;negative regulation of myoblast fusion;nucleolus;nucleus;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000169253,RPL36P14,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000171858,RPS21,20,,GO:0000447;GO:0000461;GO:0001701;GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005737;GO:0005791;GO:0005829;GO:0005840;GO:0006412;GO:0015935;GO:0022626;GO:0022627;GO:0045202;GO:1990904,"RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA);in utero embryonic development;nucleoplasm;protein binding;ribonucleoprotein complex;ribosome;rough endoplasmic reticulum;small ribosomal subunit;structural constituent of ribosome;synapse;translation",gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000171863,RPS7,2,,GO:0001843;GO:0002181;GO:0003723;GO:0003730;GO:0003735;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005813;GO:0005829;GO:0005840;GO:0005925;GO:0006364;GO:0006412;GO:0016020;GO:0019901;GO:0022626;GO:0022627;GO:0030154;GO:0032040;GO:0032991;GO:0042274;GO:0045202;GO:0048027;GO:1902255;GO:1990904;GO:1990948;GO:2000059,RNA binding;cell differentiation;centrosome;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;focal adhesion;mRNA 3'-UTR binding;mRNA 5'-UTR binding;membrane;negative regulation of ubiquitin-dependent protein catabolic process;neural tube closure;nucleolus;nucleoplasm;nucleus;positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator;protein binding;protein kinase binding;protein-containing complex;rRNA processing;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;synapse;translation;ubiquitin ligase inhibitor activity,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000172746,RPL12P13,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000172809,RPL38,17,,GO:0001501;GO:0001503;GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006417;GO:0006941;GO:0007283;GO:0007605;GO:0014069;GO:0022618;GO:0022625;GO:0022626;GO:0033291;GO:0034463;GO:0042474;GO:0045202;GO:0048318;GO:1901740;GO:1990904,90S preribosome assembly;RNA binding;axial mesoderm development;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;endoplasmic reticulum;eukaryotic 80S initiation complex;focal adhesion;middle ear morphogenesis;negative regulation of myoblast fusion;ossification;postsynaptic density;protein binding;protein-RNA complex assembly;regulation of translation;ribonucleoprotein complex;ribosome;sensory perception of sound;skeletal system development;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000174444,RPL4,15,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005791;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006941;GO:0007283;GO:0016020;GO:0022625;GO:0022626;GO:0070062;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;focal adhesion;membrane;negative regulation of myoblast fusion;nucleolus;nucleus;protein binding;ribonucleoprotein complex;ribosome;rough endoplasmic reticulum;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000174748,RPL15,3,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0022625;GO:0022626;GO:0044391;GO:0045202;GO:0045296;GO:1901740;GO:1990904,RNA binding;cadherin binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;negative regulation of myoblast fusion;nucleus;protein binding;ribonucleoprotein complex;ribosomal subunit;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000175634,RPS6KB2,11,,GO:0000166;GO:0004672;GO:0004674;GO:0004711;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006412;GO:0007165;GO:0016301;GO:0016740;GO:0031929;GO:0038202;GO:0042277;GO:0045948;GO:0046627;GO:0106310,ATP binding;TOR signaling;TORC1 signaling;cytoplasm;cytosol;kinase activity;negative regulation of insulin receptor signaling pathway;nucleoplasm;nucleotide binding;nucleus;peptide binding;positive regulation of translational initiation;protein kinase activity;protein serine kinase activity;protein serine/threonine kinase activity;ribosomal protein S6 kinase activity;signal transduction;transferase activity;translation,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000175886,RPL7AP66,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000176970,RPL7L1P11,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000177189,RPS6KA3,X,,GO:0000166;GO:0000287;GO:0001501;GO:0002224;GO:0004672;GO:0004674;GO:0004711;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0006355;GO:0007165;GO:0007268;GO:0007417;GO:0016301;GO:0016740;GO:0019901;GO:0030307;GO:0032496;GO:0035556;GO:0038202;GO:0043066;GO:0043555;GO:0045202;GO:0045597;GO:0045944;GO:0046872;GO:0106310,ATP binding;TORC1 signaling;central nervous system development;chemical synaptic transmission;cytoplasm;cytosol;intracellular signal transduction;kinase activity;magnesium ion binding;metal ion binding;negative regulation of apoptotic process;nucleolus;nucleoplasm;nucleotide binding;nucleus;positive regulation of cell differentiation;positive regulation of cell growth;positive regulation of transcription by RNA polymerase II;protein binding;protein kinase activity;protein kinase binding;protein serine kinase activity;protein serine/threonine kinase activity;regulation of DNA-templated transcription;regulation of translation in response to stress;response to lipopolysaccharide;ribosomal protein S6 kinase activity;signal transduction;skeletal system development;synapse;toll-like receptor signaling pathway;transferase activity,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000177954,RPS27,1,,GO:0000028;GO:0002181;GO:0003677;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006364;GO:0006412;GO:0008270;GO:0014069;GO:0022626;GO:0022627;GO:0032040;GO:0042274;GO:0046872;GO:0098793;GO:0098978;GO:0098982;GO:1990904,DNA binding;GABA-ergic synapse;RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;glutamatergic synapse;metal ion binding;nucleolus;nucleoplasm;nucleus;postsynaptic density;presynapse;protein binding;rRNA processing;ribonucleoprotein complex;ribosomal small subunit assembly;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;translation;zinc ion binding,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000178464,RPL10P16,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000179131,RPL31P38,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000179157,RPS2P28,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000180172,RPS12P23,13,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000182774,RPS17,15,,GO:0002181;GO:0003723;GO:0003735;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006364;GO:0006412;GO:0006413;GO:0016020;GO:0022626;GO:0022627;GO:0032040;GO:0034101;GO:0042274;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;erythrocyte homeostasis;focal adhesion;membrane;nucleolus;nucleoplasm;rRNA processing;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;translation;translational initiation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000182888,RPS27AP20,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000182899,RPL35A,3,,GO:0000049;GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005737;GO:0005829;GO:0005840;GO:0006364;GO:0006412;GO:0006941;GO:0007283;GO:0016020;GO:0022625;GO:0022626;GO:0042273;GO:0045202;GO:0070062;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;membrane;negative regulation of myoblast fusion;protein binding;rRNA processing;ribonucleoprotein complex;ribosomal large subunit biogenesis;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;tRNA binding;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000183239,RPL29P16,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000183911,RPL21P132,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000184139,RPL7AP28,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000184319,RPL23AP82,22,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000184423,RPL23AP38,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000184612,RPL7P26,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000184961,RPL7AP49,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000185078,RPL9P14,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000185088,RPS27L,15,,GO:0000028;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005730;GO:0005783;GO:0005829;GO:0005840;GO:0006412;GO:0008270;GO:0008494;GO:0022627;GO:0030330;GO:0031571;GO:0042771;GO:0045727;GO:0046872;GO:1990904,"DNA damage response, signal transduction by p53 class mediator;RNA binding;cytosol;cytosolic small ribosomal subunit;endoplasmic reticulum;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;metal ion binding;mitotic G1 DNA damage checkpoint signaling;nucleolus;nucleus;positive regulation of translation;protein binding;ribonucleoprotein complex;ribosomal small subunit assembly;ribosome;structural constituent of ribosome;translation;translation activator activity;zinc ion binding",gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000186008,RPS4XP21,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000186244,RPL21P124,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000186468,RPS23,5,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005791;GO:0005829;GO:0005840;GO:0006412;GO:0015935;GO:0016020;GO:0022626;GO:0022627;GO:0032040;GO:0034063;GO:0042274;GO:0045202;GO:1990145;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;maintenance of translational fidelity;membrane;nucleolus;nucleoplasm;protein binding;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;rough endoplasmic reticulum;small ribosomal subunit;small-subunit processome;stress granule assembly;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000187504,RPL7P48,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000188846,RPL14,3,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0006364;GO:0006412;GO:0006941;GO:0007283;GO:0014069;GO:0015934;GO:0016020;GO:0022625;GO:0022626;GO:0042273;GO:0045296;GO:0070062;GO:1901740;GO:1990904,RNA binding;cadherin binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;endoplasmic reticulum;extracellular exosome;large ribosomal subunit;membrane;negative regulation of myoblast fusion;postsynaptic density;protein binding;rRNA processing;ribonucleoprotein complex;ribosomal large subunit biogenesis;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
